"Statistic Label","Year","Item","UNIT","VALUE"
"Consumption of Personal Income at Current Market Prices","2022","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","6093"
"Consumption of Personal Income at Current Market Prices","2022","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","2257"
"Consumption of Personal Income at Current Market Prices","2022","CP052 - Household textiles","Euro Million","536"
"Consumption of Personal Income at Current Market Prices","2022","CP053 - Household appliances","Euro Million","619"
"Consumption of Personal Income at Current Market Prices","2022","CP054 - Glassware, tableware and household utensils","Euro Million","240"
"Consumption of Personal Income at Current Market Prices","2022","CP055 - Tools and equipment for house and garden","Euro Million","317"
"Consumption of Personal Income at Current Market Prices","2022","CP056 - Goods and services for routine household maintenance","Euro Million","2124"
"Consumption of Personal Income at Current Market Prices","2022","CP06 - Health","Euro Million","5857"
"Consumption of Personal Income at Current Market Prices","2022","CP061 - Medical products, appliances and equipment","Euro Million","1318"
"Consumption of Personal Income at Current Market Prices","2022","CP062 - Out-patient services","Euro Million","1822"
"Consumption of Personal Income at Current Market Prices","2022","CP063 - Hospital services","Euro Million","2716"
"Consumption of Personal Income at Current Market Prices","2022","CP07 - Transport","Euro Million","12876"
"Consumption of Personal Income at Current Market Prices","2022","CP071 - Purchase of vehicles","Euro Million","3723"
"Consumption of Personal Income at Current Market Prices","2022","CP072 - Operation of personal transport equipment","Euro Million","6817"
"Consumption of Personal Income at Current Market Prices","2022","CP073 - Transport services","Euro Million","2335"
"Consumption of Personal Income at Current Market Prices","2022","CP08 - Communications","Euro Million","2955"
"Consumption of Personal Income at Current Market Prices","2022","CP081 - Postal services","Euro Million","99"
"Consumption of Personal Income at Current Market Prices","2022","CP082 - Telephone and telefax equipment","Euro Million","269"
"Consumption of Personal Income at Current Market Prices","2022","CP083 - Telephone and telefax services","Euro Million","2586"
"Consumption of Personal Income at Current Market Prices","2022","CP09 - Recreation and culture","Euro Million","9243"
"Consumption of Personal Income at Current Market Prices","2022","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","715"
"Consumption of Personal Income at Current Market Prices","2022","CP092 - Other major durables for recreation and culture","Euro Million","31"
"Consumption of Personal Income at Current Market Prices","2022","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","1737"
"Consumption of Personal Income at Current Market Prices","2022","CP094 - Recreational and cultural services","Euro Million","4325"
"Consumption of Personal Income at Current Market Prices","2022","CP095 - Newspapers, books and stationery","Euro Million","850"
"Consumption of Personal Income at Current Market Prices","2022","CP096 - Package holidays","Euro Million","1584"
"Consumption of Personal Income at Current Market Prices","2022","CP10 - Education","Euro Million","1816"
"Consumption of Personal Income at Current Market Prices","2022","CP101 - Pre-primary and primary education","Euro Million","162"
"Consumption of Personal Income at Current Market Prices","2022","CP102 - Secondary education","Euro Million","172"
"Consumption of Personal Income at Current Market Prices","2022","CP103 - Post-secondary non-tertiary education","Euro Million","15"
"Consumption of Personal Income at Current Market Prices","2022","CP104 - Tertiary education","Euro Million","1420"
"Consumption of Personal Income at Current Market Prices","2022","CP105 - Education not definable by level","Euro Million","47"
"Consumption of Personal Income at Current Market Prices","2022","CP11 - Restaurants and hotels","Euro Million","17822"
"Consumption of Personal Income at Current Market Prices","2022","CP111 - Catering services","Euro Million","15498"
"Consumption of Personal Income at Current Market Prices","2022","CP112 - Accommodation services","Euro Million","2324"
"Consumption of Personal Income at Current Market Prices","2022","CP12 - Miscellaneous goods and services","Euro Million","11575"
"Consumption of Personal Income at Current Market Prices","2022","CP121 - Personal care","Euro Million","3416"
"Consumption of Personal Income at Current Market Prices","2022","CP123 - Personal effects n.e.c.","Euro Million","1217"
"Consumption of Personal Income at Current Market Prices","2022","CP124 - Social protection","Euro Million","1123"
"Consumption of Personal Income at Current Market Prices","2022","CP125 - Insurance","Euro Million","1645"
"Consumption of Personal Income at Current Market Prices","2022","CP126 - Financial services n.e.c.","Euro Million","3418"
"Consumption of Personal Income at Current Market Prices","2022","CP127 - Other services n.e.c.","Euro Million","644"
"Consumption of Personal Income at Current Market Prices","2022","Households Expenditure on Goods and Services in Ireland","Euro Million","123537"
"Consumption of Personal Income at Current Market Prices","2022","Total Expenditure of Households (National Concept)","Euro Million","124781"
"Consumption of Personal Income at Current Market Prices","2022","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","1854"
"Consumption of Personal Income at Current Market Prices","2022","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","8827"
"Consumption of Personal Income at Current Market Prices","2022","CP141 - Government - Housing","Euro Million","1713"
"Consumption of Personal Income at Current Market Prices","2022","CP142 - Government - Health","Euro Million","5421"
"Consumption of Personal Income at Current Market Prices","2022","CP143 - Government - Recreation & Culture","Euro Million","0"
"Consumption of Personal Income at Current Market Prices","2022","CP144 - Government - Education","Euro Million","1003"
"Consumption of Personal Income at Current Market Prices","2022","CP145 - Government - Social Protection","Euro Million","691"
"Consumption of Personal Income at Current Market Prices","2022","Expenditure outside the State","Euro Million","7411"
"Consumption of Personal Income at Current Market Prices","2022","Expenditure by non-residents","Euro Million","6167"
"Consumption of Personal Income at Current Market Prices","2022","158. Personal consumption of goods and services at current market prices","Euro Million","135461"
"Consumption of Personal Income at Current Market Prices","2022","159. Taxes on personal income and wealth","Euro Million","48201"
"Consumption of Personal Income at Current Market Prices","2022","160. Total personal expenditure","Euro Million","183663"
"Consumption of Personal Income at Current Market Prices","2022","160.1 General Government expenditure on goods and services provided to Households (= Social transfers in kind via non-market production by Government D631)","Euro Million","29581"
"Consumption of Personal Income at Current Market Prices","2022","160.2 Actual Individual Consumption at current market prices (= items 158 + 160.1)","Euro Million","165043"
"Consumption of Personal Income at Current Market Prices","2023","CP01 - Food and non-alcoholic beverages","Euro Million","13681"
"Consumption of Personal Income at Current Market Prices","2023","CP011 - Food","Euro Million","12436"
